0	0	0	0	0	0
256	0	0	42	8	12
512	0	0	98	8	20
768	0	0	145	8	29
1024	0	0	189	8	37
1280	0	0	232	8	44
1536	0	0	274	8	50
1792	0	0	314	8	56
2048	0	0	357	8	60
2304	0	0	408	8	65
2560	0	0	468	8	69
2816	0	0	543	8	72
3072	0	0	631	8	76
3328	0	0	844	8	85
3584	0	0	995	8	88
3840	0	0	1023	13	86
4095	0	0	1023	26	83
0	256	0	8	39	19
256	256	0	36	35	8
512	256	0	97	31	8
768	256	0	149	22	8
1024	256	0	194	8	21
1280	256	0	237	8	32
1536	256	0	278	8	41
1792	256	0	318	8	49
2048	256	0	361	8	55
2304	256	0	412	8	61
2560	256	0	472	8	65
2816	256	0	547	8	70
3072	256	0	636	8	74
3328	256	0	742	8	77
3584	256	0	1002	8	86
3840	256	0	1022	8	84
4095	256	0	1023	43	83
0	512	0	8	90	34
256	512	0	15	89	8
512	512	0	89	87	8
768	512	0	144	83	8
1024	512	0	193	75	8
1280	512	0	240	64	8
1536	512	0	286	46	9
1792	512	0	329	17	13
2048	512	0	373	8	29
2304	512	0	426	8	41
2560	512	0	488	8	50
2816	512	0	565	8	58
3072	512	0	656	8	64
3328	512	0	765	8	69
3584	512	0	896	8	74
3840	512	0	1020	8	77
4095	512	0	1023	85	83
0	768	0	8	139	64
256	768	0	8	138	49
512	768	0	70	135	8
768	768	0	136	133	8
1024	768	0	187	129	8
1280	768	0	235	125	8
1536	768	0	282	118	8
1792	768	0	326	108	8
2048	768	0	377	96	9
2304	768	0	438	78	14
2560	768	0	513	48	17
2816	768	0	602	8	25
3072	768	0	696	8	38
3328	768	0	810	8	50
3584	768	0	945	8	58
3840	768	0	1020	8	62
4095	768	0	1023	126	83
0	1024	0	8	200	94
256	1024	0	8	199	83
512	1024	0	28	179	8
768	1024	0	122	177	8
1024	1024	0	179	175	8
1280	1024	0	229	172	8
1536	1024	0	277	168	8
1792	1024	0	322	164	8
2048	1024	0	371	157	8
2304	1024	0	433	149	8
2560	1024	0	508	138	8
2816	1024	0	600	125	14
3072	1024	0	711	107	18
3328	1024	0	847	83	22
3584	1024	0	1011	34	25
3840	1024	0	1023	8	29
4095	1024	0	1023	164	83
0	1280	0	8	240	104
256	1280	0	8	240	95
512	1280	0	8	220	49
768	1280	0	100	219	8
1024	1280	0	167	217	8
1280	1280	0	220	215	8
1536	1280	0	270	213	8
1792	1280	0	316	209	8
2048	1280	0	365	205	8
2304	1280	0	425	200	8
2560	1280	0	498	194	8
2816	1280	0	591	186	8
3072	1280	0	702	176	8
3328	1280	0	838	165	13
3584	1280	0	1002	152	18
3840	1280	0	1023	136	22
4095	1280	0	1023	202	84
0	1536	0	8	280	114
256	1536	0	8	280	107
512	1536	0	8	280	77
768	1536	0	60	261	8
1024	1536	0	152	260	8
1280	1536	0	210	258	8
1536	1536	0	263	256	8
1792	1536	0	310	254	8
2048	1536	0	358	251	8
2304	1536	0	417	247	8
2560	1536	0	487	243	8
2816	1536	0	578	237	8
3072	1536	0	687	231	8
3328	1536	0	821	223	8
3584	1536	0	986	213	8
3840	1536	0	1022	195	8
4095	1536	0	1023	241	87
0	1792	0	8	317	125
256	1792	0	8	317	119
512	1792	0	8	318	96
768	1792	0	8	300	31
1024	1792	0	132	300	8
1280	1792	0	198	298	8
1536	1792	0	253	297	8
1792	1792	0	303	295	8
2048	1792	0	351	293	8
2304	1792	0	409	291	8
2560	1792	0	477	287	8
2816	1792	0	564	284	8
3072	1792	0	670	279	8
3328	1792	0	801	274	8
3584	1792	0	962	268	8
3840	1792	0	1023	289	83
4095	1792	0	1023	279	90
0	2048	0	8	357	137
256	2048	0	8	357	132
512	2048	0	8	358	113
768	2048	0	8	338	63
1024	2048	0	101	339	8
1280	2048	0	184	337	8
1536	2048	0	243	336	8
1792	2048	0	295	334	8
2048	2048	0	343	333	8
2304	2048	0	400	330	8
2560	2048	0	467	328	8
2816	2048	0	552	326	8
3072	2048	0	654	322	8
3328	2048	0	781	319	8
3584	2048	0	937	315	8
3840	2048	0	1023	326	83
4095	2048	0	1023	315	95
0	2304	0	8	405	150
256	2304	0	8	405	146
512	2304	0	8	406	131
768	2304	0	8	409	96
1024	2304	0	32	385	8
1280	2304	0	164	383	8
1536	2304	0	230	382	8
1792	2304	0	285	380	8
2048	2304	0	334	378	8
2304	2304	0	391	376	8
2560	2304	0	458	373	8
2816	2304	0	540	371	8
3072	2304	0	640	368	8
3328	2304	0	762	365	8
3584	2304	0	913	361	8
3840	2304	0	1023	368	84
4095	2304	0	1023	352	100
0	2560	0	8	460	164
256	2560	0	8	461	161
